"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility"
"2020-01-02","SXO   200117C940.00","SXO","SXO","TX60",940,"2020-01-17",0,0,0,0,0,0,94.45,0,94.45,0,0,0,0,0,0,94.45,0,0
"2020-01-02","SXO   200117C945.00","SXO","SXO","TX60",945,"2020-01-17",0,0,0,0,0,0,89,0,89,0,0,0,0,0,0,89,0,0
"2020-01-02","SXO   200117C950.00","SXO","SXO","TX60",950,"2020-01-17",0,0,0,0,0,0,83.5,0,83.5,0,0,0,0,0,0,83.5,0,0
"2020-01-02","SXO   200117C955.00","SXO","SXO","TX60",955,"2020-01-17",0,0,0,0,0,0,78,0,78,0,0,0,0,0,0,78,0,0
"2020-01-02","SXO   200117C960.00","SXO","SXO","TX60",960,"2020-01-17",0,0,0,0,0,0,72.5,0,72.5,0,0,0,0,0,0,72.5,0,0
"2020-01-02","SXO   200117C965.00","SXO","SXO","TX60",965,"2020-01-17",0,0,0,0,0,0,67,0,67,0,0,0,0,0,0,67,0,0
"2020-01-02","SXO   200117C970.00","SXO","SXO","TX60",970,"2020-01-17",0,0,0,0,0,0,61.5,0,61.5,0,0,0,0,0,0,61.5,0,0
"2020-01-02","SXO   200117C975.00","SXO","SXO","TX60",975,"2020-01-17",0,0,0,0,0,0,56,0,56,0,0,0,0,0,0,56,0,0
"2020-01-02","SXO   200117C980.00","SXO","SXO","TX60",980,"2020-01-17",0,0,0,0,0,0,50.2,0,50.2,0,0,0,0,0,0,50.2,0,0
"2020-01-02","SXO   200117C985.00","SXO","SXO","TX60",985,"2020-01-17",0,0,0,0,0,0,44.8,0,44.8,0,0,0,0,0,0,44.8,0,0
"2020-01-02","SXO   200117C990.00","SXO","SXO","TX60",990,"2020-01-17",0,0,0,0,0,0,39.9,0,39.9,0,0,0,0,0,0,39.9,0,0
"2020-01-02","SXO   200117C995.00","SXO","SXO","TX60",995,"2020-01-17",0,0,0,0,0,0,35.45,0,35.45,0,0,0,0,0,0,35.45,0,0
"2020-01-02","SXO   200117C1000.00","SXO","SXO","TX60",1000,"2020-01-17",0,0,0,0,0,0,31.65,0,31.65,0,0,0,0,0,0,31.65,0,0
"2020-01-02","SXO   200117C1005.00","SXO","SXO","TX60",1005,"2020-01-17",0,0,0,0,0,0,27.2,0,27.2,0,0,0,0,0,0,27.2,0,0
"2020-01-02","SXO   200117C1010.00","SXO","SXO","TX60",1010,"2020-01-17",0,0,0,0,0,0,22.5,0,22.5,0,0,0,0,0,0,22.5,0,0
"2020-01-02","SXO   200117C1015.00","SXO","SXO","TX60",1015,"2020-01-17",0,0,0,0,0,0,18.35,0,18.35,0,0,0,0,0,0,18.35,0,0
"2020-01-02","SXO   200117C1020.00","SXO","SXO","TX60",1020,"2020-01-17",0,0,0,0,0,0,15.75,0,15.75,0,0,0,0,0,0,15.75,0,0.098
"2020-01-02","SXO   200117C1025.00","SXO","SXO","TX60",1025,"2020-01-17",0,0,0,0,0,0,13.1,0,13.1,0,0,0,0,0,0,13.1,0,0.545
"2020-01-02","SXO   200117C1030.00","SXO","SXO","TX60",1030,"2020-01-17",0,0,0,0,0,0,12.4,0,12.4,0,0,0,0,0,0,12.4,0,0.916
"2020-01-02","SXO   200117C1035.00","SXO","SXO","TX60",1035,"2020-01-17",0,0,0,0,0,0,11.6,0,11.6,0,0,0,0,0,0,11.6,0,1.265
"2020-01-02","SXO   200117C1040.00","SXO","SXO","TX60",1040,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,5,1.95
"2020-01-02","SXO   200117C1045.00","SXO","SXO","TX60",1045,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,2.331
"2020-01-02","SXO   200117C1050.00","SXO","SXO","TX60",1050,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,2.699
"2020-01-02","SXO   200117C1055.00","SXO","SXO","TX60",1055,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,3.057
"2020-01-02","SXO   200117C1060.00","SXO","SXO","TX60",1060,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,3.406
"2020-01-02","SXO   200117C1065.00","SXO","SXO","TX60",1065,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,5,3.746
"2020-01-02","SXO   200117C1070.00","SXO","SXO","TX60",1070,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,4.079
"2020-01-02","SXO   200117C1075.00","SXO","SXO","TX60",1075,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,4.406
"2020-01-02","SXO   200117C1080.00","SXO","SXO","TX60",1080,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,4.726
"2020-01-02","SXO   200117C1085.00","SXO","SXO","TX60",1085,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,5.039
"2020-01-02","SXO   200117C1090.00","SXO","SXO","TX60",1090,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,5.348
"2020-01-02","SXO   200117C1095.00","SXO","SXO","TX60",1095,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,5.65
"2020-01-02","SXO   200117C1100.00","SXO","SXO","TX60",1100,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,5.948
"2020-01-02","SXO   200117C1105.00","SXO","SXO","TX60",1105,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,6.241
"2020-01-02","SXO   200117C1110.00","SXO","SXO","TX60",1110,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,6.529
"2020-01-02","SXO   200117C1115.00","SXO","SXO","TX60",1115,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,6.812
"2020-01-02","SXO   200117C1120.00","SXO","SXO","TX60",1120,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,8.547
"2020-01-02","SXO   200117C1125.00","SXO","SXO","TX60",1125,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,8.861
"2020-01-02","SXO   200117C1130.00","SXO","SXO","TX60",1130,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,9.17
"2020-01-02","SXO   200117C1135.00","SXO","SXO","TX60",1135,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,9.473
"2020-01-02","SXO   200117C1140.00","SXO","SXO","TX60",1140,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,9.772
"2020-01-02","SXO   200117C1145.00","SXO","SXO","TX60",1145,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,10.065
"2020-01-02","SXO   200117C1150.00","SXO","SXO","TX60",1150,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,10.353
"2020-01-02","SXO   200117C1155.00","SXO","SXO","TX60",1155,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,10.637
"2020-01-02","SXO   200117C1160.00","SXO","SXO","TX60",1160,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,10.916
"2020-01-02","SXO   200117C1165.00","SXO","SXO","TX60",1165,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,11.191
"2020-01-02","SXO   200117C1170.00","SXO","SXO","TX60",1170,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,11.461
"2020-01-02","SXO   200117C1175.00","SXO","SXO","TX60",1175,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,11.728
"2020-01-02","SXO   200117C1180.00","SXO","SXO","TX60",1180,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,11.99
"2020-01-02","SXO   200117C1185.00","SXO","SXO","TX60",1185,"2020-01-17",0,0,0,0,0,0,11.5,0,11.5,0,0,0,0,0,0,11.5,0,12.248
"2020-01-02","SXO   200117C1190.00","SXO","SXO","TX60",1190,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,12.502
"2020-01-02","SXO   200117C1195.00","SXO","SXO","TX60",1195,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,12.752
"2020-01-02","SXO   200117C1200.00","SXO","SXO","TX60",1200,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,12.998
"2020-01-02","SXO   200117C1205.00","SXO","SXO","TX60",1205,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,13.241
"2020-01-02","SXO   200117C1210.00","SXO","SXO","TX60",1210,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,13.48
"2020-01-02","SXO   200117C1215.00","SXO","SXO","TX60",1215,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,13.716
"2020-01-02","SXO   200117C1220.00","SXO","SXO","TX60",1220,"2020-01-17",0,0,0,0,0,0,11.45,0,11.45,0,0,0,0,0,0,11.45,0,13.948
"2020-01-02","SXO   200117C1225.00","SXO","SXO","TX60",1225,"2020-01-17",0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0.6,0,14.176
"2020-01-02","SXO   200221C805.00","SXO","SXO","TX60",805,"2020-02-21",0,0,0,0,0,0,207.2,0,207.2,0,0,0,0,0,0,207.2,0,0
"2020-01-02","SXO   200221C810.00","SXO","SXO","TX60",810,"2020-02-21",0,0,0,0,0,0,202.15,0,202.15,0,0,0,0,0,0,202.15,0,0
"2020-01-02","SXO   200221C815.00","SXO","SXO","TX60",815,"2020-02-21",0,0,0,0,0,0,258.95,0,258.95,0,0,0,0,0,0,258.95,0,0
"2020-01-02","SXO   200221C820.00","SXO","SXO","TX60",820,"2020-02-21",0,0,0,0,0,0,253.45,0,253.45,0,0,0,0,0,0,253.45,0,0
"2020-01-02","SXO   200221C825.00","SXO","SXO","TX60",825,"2020-02-21",0,0,0,0,0,0,247.95,0,247.95,0,0,0,0,0,0,247.95,0,0
"2020-01-02","SXO   200221C830.00","SXO","SXO","TX60",830,"2020-02-21",0,0,0,0,0,0,242.45,0,242.45,0,0,0,0,0,0,242.45,0,0
"2020-01-02","SXO   200221C835.00","SXO","SXO","TX60",835,"2020-02-21",0,0,0,0,0,0,236.95,0,236.95,0,0,0,0,0,0,236.95,0,0
"2020-01-02","SXO   200221C840.00","SXO","SXO","TX60",840,"2020-02-21",0,0,0,0,0,0,231.45,0,231.45,0,0,0,0,0,0,231.45,0,0
"2020-01-02","SXO   200221C845.00","SXO","SXO","TX60",845,"2020-02-21",0,0,0,0,0,0,225.95,0,225.95,0,0,0,0,0,0,225.95,0,0
"2020-01-02","SXO   200221C850.00","SXO","SXO","TX60",850,"2020-02-21",0,0,0,0,0,0,220.45,0,220.45,0,0,0,0,0,0,220.45,0,0
"2020-01-02","SXO   200221C855.00","SXO","SXO","TX60",855,"2020-02-21",0,0,0,0,0,0,214.95,0,214.95,0,0,0,0,0,0,214.95,0,0
"2020-01-02","SXO   200221C860.00","SXO","SXO","TX60",860,"2020-02-21",0,0,0,0,0,0,209.45,0,209.45,0,0,0,0,0,0,209.45,0,0
"2020-01-02","SXO   200221C865.00","SXO","SXO","TX60",865,"2020-02-21",0,0,0,0,0,0,203.95,0,203.95,0,0,0,0,0,0,203.95,0,0
"2020-01-02","SXO   200221C870.00","SXO","SXO","TX60",870,"2020-02-21",0,0,0,0,0,0,198.45,0,198.45,0,0,0,0,0,0,198.45,0,0
"2020-01-02","SXO   200221C875.00","SXO","SXO","TX60",875,"2020-02-21",0,0,0,0,0,0,192.95,0,192.95,0,0,0,0,0,0,192.95,0,0
"2020-01-02","SXO   200221C880.00","SXO","SXO","TX60",880,"2020-02-21",0,0,0,0,0,0,187.45,0,187.45,0,0,0,0,0,0,187.45,0,0
"2020-01-02","SXO   200221C885.00","SXO","SXO","TX60",885,"2020-02-21",0,0,0,0,0,0,181.95,0,181.95,0,0,0,0,0,0,181.95,0,0
"2020-01-02","SXO   200221C890.00","SXO","SXO","TX60",890,"2020-02-21",0,0,0,0,0,0,176.45,0,176.45,0,0,0,0,0,0,176.45,0,0
"2020-01-02","SXO   200221C895.00","SXO","SXO","TX60",895,"2020-02-21",0,0,0,0,0,0,170.95,0,170.95,0,0,0,0,0,0,170.95,0,0
"2020-01-02","SXO   200221C900.00","SXO","SXO","TX60",900,"2020-02-21",0,0,0,0,0,0,165.5,0,165.5,0,0,0,0,0,0,165.5,0,0
"2020-01-02","SXO   200221C905.00","SXO","SXO","TX60",905,"2020-02-21",0,0,0,0,0,0,160,0,160,0,0,0,0,0,0,160,0,0
"2020-01-02","SXO   200221C910.00","SXO","SXO","TX60",910,"2020-02-21",0,0,0,0,0,0,154.5,0,154.5,0,0,0,0,0,0,154.5,0,0
"2020-01-02","SXO   200221C915.00","SXO","SXO","TX60",915,"2020-02-21",0,0,0,0,0,0,149,0,149,0,0,0,0,0,0,149,0,0
"2020-01-02","SXO   200221C920.00","SXO","SXO","TX60",920,"2020-02-21",0,0,0,0,0,0,143.55,0,143.55,0,0,0,0,0,0,143.55,0,0
"2020-01-02","SXO   200221C925.00","SXO","SXO","TX60",925,"2020-02-21",0,0,0,0,0,0,138.1,0,138.1,0,0,0,0,0,0,138.1,0,0
"2020-01-02","SXO   200221C930.00","SXO","SXO","TX60",930,"2020-02-21",0,0,0,0,0,0,132.65,0,132.65,0,0,0,0,0,0,132.65,0,0
"2020-01-02","SXO   200221C935.00","SXO","SXO","TX60",935,"2020-02-21",0,0,0,0,0,0,127.2,0,127.2,0,0,0,0,0,0,127.2,0,0
"2020-01-02","SXO   200221C940.00","SXO","SXO","TX60",940,"2020-02-21",0,0,0,0,0,0,121.75,0,121.75,0,0,0,0,0,0,121.75,0,0
"2020-01-02","SXO   200221C945.00","SXO","SXO","TX60",945,"2020-02-21",0,0,0,0,0,0,116.3,0,116.3,0,0,0,0,0,0,116.3,0,0
"2020-01-02","SXO   200221C950.00","SXO","SXO","TX60",950,"2020-02-21",0,0,0,0,0,0,110.85,0,110.85,0,0,0,0,0,0,110.85,0,0
"2020-01-02","SXO   200221C955.00","SXO","SXO","TX60",955,"2020-02-21",0,0,0,0,0,0,105.45,0,105.45,0,0,0,0,0,0,105.45,0,0
"2020-01-02","SXO   200221C960.00","SXO","SXO","TX60",960,"2020-02-21",0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,0
"2020-01-02","SXO   200221C965.00","SXO","SXO","TX60",965,"2020-02-21",0,0,0,0,0,0,94.55,0,94.55,0,0,0,0,0,0,94.55,0,0
"2020-01-02","SXO   200221C970.00","SXO","SXO","TX60",970,"2020-02-21",0,0,0,0,0,0,89.1,0,89.1,0,0,0,0,0,0,89.1,0,0
"2020-01-02","SXO   200221C975.00","SXO","SXO","TX60",975,"2020-02-21",0,0,0,0,0,0,83.65,0,83.65,0,0,0,0,0,0,83.65,0,0
"2020-01-02","SXO   200221C980.00","SXO","SXO","TX60",980,"2020-02-21",0,0,0,0,0,0,77.5,0,77.5,0,0,0,0,0,0,77.5,0,0
"2020-01-02","SXO   200221C985.00","SXO","SXO","TX60",985,"2020-02-21",0,0,0,0,0,0,72,0,72,0,0,0,0,0,0,72,0,0
"2020-01-02","SXO   200221C990.00","SXO","SXO","TX60",990,"2020-02-21",0,0,0,0,0,0,66.5,0,66.5,0,0,0,0,0,0,66.5,0,0
"2020-01-02","SXO   200221C995.00","SXO","SXO","TX60",995,"2020-02-21",0,0,0,0,0,0,61,0,61,0,0,0,0,0,0,61,0,0
"2020-01-02","SXO   200221C1000.00","SXO","SXO","TX60",1000,"2020-02-21",0,0,0,0,0,0,55.55,0,55.55,0,0,0,0,0,0,55.55,0,0
"2020-01-02","SXO   200221C1005.00","SXO","SXO","TX60",1005,"2020-02-21",0,0,0,0,0,0,50.05,0,50.05,0,0,0,0,0,0,50.05,0,0
"2020-01-02","SXO   200221C1010.00","SXO","SXO","TX60",1010,"2020-02-21",0,0,0,0,0,0,48.05,0,48.05,0,0,0,0,0,0,48.05,0,0
"2020-01-02","SXO   200221C1015.00","SXO","SXO","TX60",1015,"2020-02-21",0,0,0,0,0,0,47.95,0,47.95,0,0,0,0,0,0,47.95,0,0
"2020-01-02","SXO   200221C1020.00","SXO","SXO","TX60",1020,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,0
"2020-01-02","SXO   200221C1025.00","SXO","SXO","TX60",1025,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,0.205
"2020-01-02","SXO   200221C1030.00","SXO","SXO","TX60",1030,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,3,0.483
"2020-01-02","SXO   200221C1035.00","SXO","SXO","TX60",1035,"2020-02-21",0,0,0,4.5,0,2,4.5,0,52.25,0,0,0,0,0,0,4.5,0,4.825
"2020-01-02","SXO   200221C1040.00","SXO","SXO","TX60",1040,"2020-02-21",0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0.897
"2020-01-02","SXO   200221C1045.00","SXO","SXO","TX60",1045,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,1.092
"2020-01-02","SXO   200221C1050.00","SXO","SXO","TX60",1050,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,1.281
"2020-01-02","SXO   200221C1055.00","SXO","SXO","TX60",1055,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,1.466
"2020-01-02","SXO   200221C1060.00","SXO","SXO","TX60",1060,"2020-02-21",0,0,0,0,0,0,47.95,0,47.95,0,0,0,0,0,0,47.95,0,1.646
"2020-01-02","SXO   200221C1065.00","SXO","SXO","TX60",1065,"2020-02-21",0,0,0,0,0,0,47.95,0,47.95,0,0,0,0,0,0,47.95,0,1.823
"2020-01-02","SXO   200221C1070.00","SXO","SXO","TX60",1070,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,2.424
"2020-01-02","SXO   200221C1075.00","SXO","SXO","TX60",1075,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,2.623
"2020-01-02","SXO   200221C1080.00","SXO","SXO","TX60",1080,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,5,2.819
"2020-01-02","SXO   200221C1085.00","SXO","SXO","TX60",1085,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,3.012
"2020-01-02","SXO   200221C1090.00","SXO","SXO","TX60",1090,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,3.201
"2020-01-02","SXO   200221C1095.00","SXO","SXO","TX60",1095,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,3.388
"2020-01-02","SXO   200221C1100.00","SXO","SXO","TX60",1100,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,3.572
"2020-01-02","SXO   200221C1105.00","SXO","SXO","TX60",1105,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,3.753
"2020-01-02","SXO   200221C1110.00","SXO","SXO","TX60",1110,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,3.931
"2020-01-02","SXO   200221C1115.00","SXO","SXO","TX60",1115,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,4.107
"2020-01-02","SXO   200221C1120.00","SXO","SXO","TX60",1120,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,4.281
"2020-01-02","SXO   200221C1125.00","SXO","SXO","TX60",1125,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,4.453
"2020-01-02","SXO   200221C1130.00","SXO","SXO","TX60",1130,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,4.622
"2020-01-02","SXO   200221C1135.00","SXO","SXO","TX60",1135,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,4.789
"2020-01-02","SXO   200221C1140.00","SXO","SXO","TX60",1140,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,4.954
"2020-01-02","SXO   200221C1145.00","SXO","SXO","TX60",1145,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,5.118
"2020-01-02","SXO   200221C1150.00","SXO","SXO","TX60",1150,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,5.279
"2020-01-02","SXO   200221C1155.00","SXO","SXO","TX60",1155,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,5.438
"2020-01-02","SXO   200221C1160.00","SXO","SXO","TX60",1160,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,5.596
"2020-01-02","SXO   200221C1165.00","SXO","SXO","TX60",1165,"2020-02-21",0,0,0,0,0,0,52.25,0,52.25,0,0,0,0,0,0,52.25,0,5.752
